name,category_name,category_label,level1_category_name,level2_category_name,level3_category_name,level4_category_name,level5_category_name,level6_category_name,latitude,longitude
Aeronaut pop-up Biergarten,Beer Garden,Dining and Drinking > Bar > Beer Garden,Dining and Drinking,Bar,Beer Garden,,,,42.363573112949844,-71.1330577612519
Aesops Bagels,Bagel Shop,Dining and Drinking > Bagel Shop,Dining and Drinking,Bagel Shop,,,,,42.350705616445126,-71.10869641537785
African Meat Market,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.361665867425764,-71.05658464481755
Ajeen,Lebanese Restaurant,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Lebanese Restaurant,Dining and Drinking,Restaurant,Middle Eastern Restaurant,Lebanese Restaurant,,,42.350735658548444,-71.13090664160266
Ajisen Noodle,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.35246276855469,-71.1252670288086
Ak's south boston,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.33994328301829,-71.04926061205727
Al Capone Cheese Co,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.35738845494274,-71.05199985383118
Al Capone's,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.353839796784634,-71.05820779951615
Al Dente,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.36416871265413,-71.05555917729117
Al Mercatino,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.36013034671262,-71.05499879946238
Al's House of Pizza,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.28902716882959,-71.17176750093323
Al's Pizza And Grill,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.33725591807266,-71.04801843489389
Al's South Street Cafe,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.352112913865305,-71.05713911819366
Al's State Street Cafe,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.35907122186619,-71.05480359794034
Alba Produce,Vegan and Vegetarian Restaurant,Dining and Drinking > Restaurant > Vegan and Vegetarian Restaurant,Dining and Drinking,Restaurant,Vegan and Vegetarian Restaurant,,,,42.3638066497279,-71.05522731420571
Albany Sandwich Shop,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.33982446194756,-71.0649368017033
Alberto's Deli Of Course,Deli,Dining and Drinking > Restaurant > Deli,Dining and Drinking,Restaurant,Deli,,,,42.35030788885312,-71.05698787261963
Alcove,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.366906,-71.059938
Ale Solutions,Wine Bar,Dining and Drinking > Bar > Wine Bar,Dining and Drinking,Bar,Wine Bar,,,,42.3505693386304,-71.07657820792384
Alewives Tap Room,Beer Bar,Dining and Drinking > Bar > Beer Bar,Dining and Drinking,Bar,Beer Bar,,,,42.354362,-71.05568
Alex's Chimis,Latin American Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant,Dining and Drinking,Restaurant,Latin American Restaurant,,,,42.32229001884538,-71.10780399439912
Alex's Pizza,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.32990072283239,-71.05674877948033
Alex's Ugly Sauce,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.34114033125557,-71.06607702593351
Alexa's Gentlemen's Club,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.34374817108714,-71.09808706842033
Alexandria Pizza & Grill,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.342346368895974,-71.06740005004873
Alexey Romanenko,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.34499301146879,-71.0827124118805
Alexs Pizza,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.33999650669751,-71.05236698516251
Alfredo's Italian Kitchen,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.332920618089695,-71.05140883274133
Alhoda Market,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.361720714834405,-71.0566284097813
Ali Baba,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.38256007914393,-71.07912747989634
Alibaba,Turkish Restaurant,Dining and Drinking > Restaurant > Turkish Restaurant,Dining and Drinking,Restaurant,Turkish Restaurant,,,,42.3825050918794,-71.0792639953922
Alibi Bar and Lounge,Hotel Bar,Dining and Drinking > Bar > Hotel Bar,Dining and Drinking,Bar,Hotel Bar,,,,42.36182433127075,-71.0703381875397
Alinda's Deli & Catering,Deli,Dining and Drinking > Restaurant > Deli,Dining and Drinking,Restaurant,Deli,,,,42.357716619057605,-71.05397452304605
Aliquots,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.338969402058154,-71.10418588362639
Ali’s Uyghur Kitchen,Xinjiang Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Xinjiang Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,Xinjiang Restaurant,,42.352374,-71.125459
All American Foods,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.33593072677875,-71.06318155718172
All American Party Bus Tours Inc.,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.33692933383648,-71.04271208124732
All Hands Club,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.36753931278565,-71.05297594505075
All Star Pizza Bar,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.36089218505249,-71.06570486817185
All That Fish + Oyster,Seafood Restaurant,Dining and Drinking > Restaurant > Seafood Restaurant,Dining and Drinking,Restaurant,Seafood Restaurant,,,,42.347444,-71.1008
Allegro Coffee & Tea Bar (Whole Foods),Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.34326250682819,-71.08904429360244
Allegro Coffee at Whole Foods,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.34531592491239,-71.06299825982494
Alley,Wine Bar,Dining and Drinking > Bar > Wine Bar,Dining and Drinking,Bar,Wine Bar,,,,42.35211288833197,-71.06609056308514
Alley Bar,Gay Bar,Dining and Drinking > Bar > Gay Bar,Dining and Drinking,Bar,Gay Bar,,,,42.35805164592701,-71.05867867222386
Allison's Penthouse,Ice Cream Parlor,Dining and Drinking > Dessert Shop > Ice Cream Parlor,Dining and Drinking,Dessert Shop,Ice Cream Parlor,,,,42.34243108655122,-71.14635970252814
Allspice,Mediterranean Restaurant,Dining and Drinking > Restaurant > Mediterranean Restaurant,Dining and Drinking,Restaurant,Mediterranean Restaurant,,,,42.33586831739527,-71.07421664331916
Allston Beat,Karaoke Bar,Dining and Drinking > Bar > Karaoke Bar,Dining and Drinking,Bar,Karaoke Bar,,,,42.3592420907045,-71.12968309607953
Allston Rock City University,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.35248673619639,-71.13474285111498
Allston Village Pizza & Grill,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.352002990580004,-71.1264183924649
Alma Cantina,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.36062301379812,-71.05710490901144
Alma Gaucha,Brazilian Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant,Dining and Drinking,Restaurant,Latin American Restaurant,South American Restaurant,Brazilian Restaurant,,42.34360885620117,-71.04467010498047
Almercatino,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.360363,-71.056703
Aloe Natural Acai And Coffee Shop,"Cafe, Coffee, and Tea House","Dining and Drinking > Cafe, Coffee, and Tea House",Dining and Drinking,"Cafe, Coffee, and Tea House",,,,,42.364107,-71.031521
Aloft Bar,Hotel Bar,Dining and Drinking > Bar > Hotel Bar,Dining and Drinking,Bar,Hotel Bar,,,,42.343467,-71.04496
Alta Strada,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.363815,-71.020847
Al’s Café Seaport,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.344663,-71.030988
Amado,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.317554358511224,-71.06554824444412
Amalfi Oven,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.350375297136424,-71.10978507826745
Amalfi Pizza,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.3507604388208,-71.10874023509902
Amandishie Shiske,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.33298246511952,-71.03659216576935
Amar,Portuguese Restaurant,Dining and Drinking > Restaurant > Portuguese Restaurant,Dining and Drinking,Restaurant,Portuguese Restaurant,,,,42.348456,-71.0751
Amateras,Ramen Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Ramen Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Japanese Restaurant,Ramen Restaurant,,42.35106768871238,-71.05729098663821
Amber Road,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.354788,-71.055661
Ambriel Cafe,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.34678589586851,-71.0735576838164
Ambrosia On Huntington,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.346506902867084,-71.07982556330755
Amelia's Taqueria,Burrito Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Burrito Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,Burrito Restaurant,,,42.341179128451074,-71.08747050939401
Amelia’s Taqueria,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.346978,-71.087952
American Embassy,Pub,Dining and Drinking > Bar > Pub,Dining and Drinking,Bar,Pub,,,,42.35804241869856,-71.06000434298477
American Food Management,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.34942069140579,-71.07169451286467
American Heritage Historic Chocolate,Dessert Shop,Dining and Drinking > Dessert Shop,Dining and Drinking,Dessert Shop,,,,,42.36605682785844,-71.05458829386863
American Legion Post 327,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.333825,-71.103102
American Legion Post No. 76,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.300783891419954,-71.11512800224736
American Nut & Chocolate Company,Dessert Shop,Dining and Drinking > Dessert Shop,Dining and Drinking,Dessert Shop,,,,,42.33055256014438,-71.0669100934152
American Totalisator Co,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.39450191528555,-71.00016775992577
Americano Espresso Bar,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.37374696331383,-71.03881183865133
Americas,Piano Bar,Dining and Drinking > Bar > Piano Bar,Dining and Drinking,Bar,Piano Bar,,,,42.37977668645908,-71.05435388230492
Ames St Deli,Deli,Dining and Drinking > Restaurant > Deli,Dining and Drinking,Restaurant,Deli,,,,42.289463600487224,-71.08483134266989
Amex & American Airlines GBTA Party,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.35112757539455,-71.06250963075905
Amigos Restaurant,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.353433789126115,-71.05948206101537
Amorino,Ice Cream Parlor,Dining and Drinking > Dessert Shop > Ice Cream Parlor,Dining and Drinking,Dessert Shop,Ice Cream Parlor,,,,42.34961857208372,-71.08275403420687
Ampersand Lounge,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.34423017682524,-71.0309618741261
Amrcn Ice Cream and Sndwch Shp,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.36869820863334,-71.03893297325784
Amrheins Restaurant,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.341816242084484,-71.05531110025875
Amstel Light Burger Breakdown Boston,Burger Joint,Dining and Drinking > Restaurant > Burger Joint,Dining and Drinking,Restaurant,Burger Joint,,,,42.34470274753518,-71.07126379772471
An Tain,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.356398454506426,-71.05634854693598
An Tain,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.358508631432606,-71.05305532127466
An Tua Nua,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.34711198502182,-71.10297768428138
Anadolu,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.35140478040186,-71.1217911055007
Anchovies,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.34388521581987,-71.07772683178852
Anchovies,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.338878414042384,-71.08337967829144
And A Half,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.33676995989663,-71.02979105504282
Andale Express,Burrito Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Burrito Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,Burrito Restaurant,,,42.358814843317106,-71.05241660667352
Andie's Shrimp & Grits,African Restaurant,Dining and Drinking > Restaurant > African Restaurant,Dining and Drinking,Restaurant,African Restaurant,,,,42.332103599112045,-71.03949519548561
Andre's Cafe,Mediterranean Restaurant,Dining and Drinking > Restaurant > Mediterranean Restaurant,Dining and Drinking,Restaurant,Mediterranean Restaurant,,,,42.33573730541974,-71.07433059742299
Andrew Square House of Pizza,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.33006541242109,-71.05651974914801
Andrew's Bar,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.3851688383007,-71.01743977651546
Angela's Cafe,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.38703666457032,-71.00630391317435
Angela's Cafe Orient Heights,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.38714643672407,-71.0063012015763
Angela's Café,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.37863390006418,-71.03493698022284
Angelo's Seafood Restaurant,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.377042844442244,-71.030168785568
Angelos Pizzeria,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.372196197509766,-71.03644561767578
Ankara Cafe,Ice Cream Parlor,Dining and Drinking > Dessert Shop > Ice Cream Parlor,Dining and Drinking,Dessert Shop,Ice Cream Parlor,,,,42.348920702934265,-71.09370862
Anna's Cafe,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.381199602163036,-71.06162299189877
Anna's Taqueria,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.34730100977112,-71.0820472240448
Anna's Taqueria,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.361013440559645,-71.06709659099579
Anna's Taqueria,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.340137,-71.09008
Anna’s Taqueria,Burrito Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Burrito Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,Burrito Restaurant,,,42.33902031466211,-71.10810324452393
Anne-Maries Place,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.366383612095724,-71.0589968687154
Annie’s Bakery & Cafe,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.335473,-71.033128
Another Cup,Creperie,Dining and Drinking > Creperie,Dining and Drinking,Creperie,,,,,42.348603536301304,-71.06292926220391
Another Fish Co.,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.350481440318866,-71.03882931199175
Anoush’ella,Mediterranean Restaurant,Dining and Drinking > Restaurant > Mediterranean Restaurant,Dining and Drinking,Restaurant,Mediterranean Restaurant,,,,42.344357,-71.102533
Anthony's Cafe on the Waterfront,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.36394537692012,-71.05114573920633
Anthony's Gourmet To Go,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.35939407348633,-71.05728912353516
Anthonys Cafe On The Waterfront,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.35646438598633,-71.05799865722656
Anthonys Gourmet To Go,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.352169677912784,-71.06307082556891
Antico Forno,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.363823372333904,-71.05572433247075
